Numéro de notice,Titre,Facteur ou auteur,Type d'objet,Instrument niveau 1,Instrument niveau 2,Instrument niveau 3,Collection d'origine,Incontournable,URL Photographie,URL Enregistrement,Enregistrement,Continent,Pays,Code ISO-2,Ville,Coordonnées,Autres descripteurs géographiques
157783,Archiluth / E.1028,"Sellas, Matteo I (1599-1654)",Instrument de musique,Instrument à cordes,Luths,Archiluth,Jean-Charles Davillier,,https://mimo-international.com/media/CM/IMAGE/CMIM000020027.jpg,,,Europe,Italie,IT,Venise,"45.43713, 12.33265",
157785,Cor naturel dit cor solo / E.1531,"Raoux, Lucien Joseph (1752-1823)",Instrument de musique,Instrument à vent,Cors,Cor naturel,,x,https://mimo-international.com/media/CM/IMAGE/CMIM000020066.jpg,https://mimo-international.com/media/CM/AUDIO/CM0157785eCOAU000396201_31.mp3,"Caprice n  ̊12, extrait des Douze Grands Caprices pour le cor Jacques François Gallay, comp.. Pierre-Yves Madeuf, cor",Europe,France,FR,Paris,"48.85341, 2.3488",
157786,Guitare / E.1041,"Gonzalez, Francisco (1820-1879)",Instrument de musique,Instrument à cordes,Guitares,Guitare,Jules Audéoud,,https://mimo-international.com/media/CM/IMAGE/CMIM000019261.jpg,,,Europe,Espagne,ES,Madrid,"40.4165, -3.70256",
157787,Soufflet de cornemuse / E.01287,Anonyme,Élément d'instrument de musique,,,,,,,,,Europe,France,FR,Jenzat,"46.16051, 3.19527",
157789,Vielle à roue / E.1537,Anonyme,Instrument de musique,Instrument à cordes,Vielles à roue,Vielle à roue,Eugène de Bricqueville,,https://mimo-international.com/media/CM/IMAGE/CMIM000013690.jpg,,,Europe,France,FR,,,
157790,Cistre / E.1538,"Bochum, Michael (16..-après 1730)",Instrument de musique,Instrument à cordes,Cistres,Cistre,Eugène de Bricqueville,,https://mimo-international.com/media/CM/IMAGE/CMIM000016409.jpg,,,Europe,Allemagne,DE,Cologne,"50.93333, 6.95",
157792,Guitare / E.1036,"Voboam, Jean (vers 1633-après 1691)",Instrument de musique,Instrument à cordes,Guitares,Guitare,Jules Audéoud,,https://mimo-international.com/media/CM/IMAGE/CMIM000019164.jpg,,,Europe,France,FR,Paris,"48.85341, 2.3488",
157795,Vielle à roue / E.1539,Anonyme,Instrument de musique,Instrument à cordes,Vielles à roue,Vielle à roue,,,https://mimo-international.com/media/CM/IMAGE/CMIM000013692.jpg,,,Europe,France,FR,,,
157796,Serpent militaire / E.01290,Anonyme,Instrument de musique,Instrument à vent,Serpents,Serpent,,,https://mimo-international.com/media/CM/IMAGE/CMIM000029833.jpg,,,Europe,,,,,
157797,"Trompe télescopique ""dung-chen"" / E.146",Anonyme,Instrument de musique,Instrument à vent,Trompettes,Dung-chen,,,https://mimo-international.com/media/CM/IMAGE/CMIM000018261.jpg,,,Asie,,,,,Tibet
157798,Serpent / E.01291,Anonyme,Instrument de musique,Instrument à vent,Serpents,Serpent,Geneviève Thibault de Chambure,,https://mimo-international.com/media/CM/IMAGE/CMIM000029835.jpg,,,Europe,France,FR,Paris,"48.85341, 2.3488",
157799,Outil / E.977.2.21,Anonyme,Outil,,,,,,,,,Europe,France,FR,Paris,"48.85341, 2.3488",
157801,Violon / E.1114,"Chanot, Georges II (1801-1883)",Instrument de musique,Instrument à cordes,Violons,Violon,,,https://mimo-international.com/media/CM/IMAGE/CMIM000010517.jpg,https://mimo-international.com/media/CM/AUDIO/CM0157801eCMAU000043401_02.mp3,"Fugue sur un thème du ""Quatuor op. 20 no 5"" de Joseph Haydn, 11ème pièce du ""Quatuor scientifique"" Anton Reicha. Quatuor Turner",Europe,France,FR,Paris,"48.85341, 2.3488",
157802,Manche d'outil / E.977.2.19,Anonyme,Outil,,,,,,,,,Europe,France,FR,Paris,"48.85341, 2.3488",
157803,Serpent / E.01292,"Baudouin, Antoine Gabriel (1779-1827)",Instrument de musique,,,,Geneviève Thibault de Chambure,,https://mimo-international.com/media/CM/IMAGE/CMIM000029837.jpg,,,Europe,France,FR,Paris,"48.85341, 2.3488",
157804,Guitare à tempérament réglable / E.1043,"Lacote, René (1785-1871)",Instrument de musique,Instrument à cordes,Guitares,Guitare,Jules Audéoud,,https://mimo-international.com/media/CM/IMAGE/CMIM000019169.jpg,,,Europe,France,FR,Paris,"48.85341, 2.3488",
157806,Jauge à pointe de clavier / E.977.2.20,Anonyme,Outil,,,,,,,,,Europe,France,FR,Paris,"48.85341, 2.3488",
157807,Serpent / E.01293,"Baudouin, Georges Antoine (1736-1816)",Instrument de musique,Instrument à vent,Serpents,Serpent,Geneviève Thibault de Chambure,,https://mimo-international.com/media/CM/IMAGE/CMIM000029840.jpg,,,Europe,France,FR,Paris,"48.85341, 2.3488",
157808,Violon / E.1214,"Jacquot, Charles (1804-1880)",Instrument de musique,Instrument à cordes,Violons,Violon,,,https://mimo-international.com/media/CM/IMAGE/CMIM000010541.jpg,,,Europe,France,FR,Paris,"48.85341, 2.3488",
157810,Serpent / E.01294,Anonyme,Instrument de musique,Instrument à vent,Serpents,Serpent,,,https://mimo-international.com/media/CM/IMAGE/CMIM000029842.jpg,,,Europe,,,,,
157812,"Violon ténor ""violetta"" / E.1543","Stelzner, Alfred (18..-1906)",Instrument de musique,Instrument à cordes,Altos,Ténor (violon),,,https://mimo-international.com/media/CM/IMAGE/CMIM000024704.jpg,,,Europe,Allemagne,DE,Wiesbaden,"50.08258, 8.24932",
157813,Cor anglais / E.1547,Anonyme,Instrument de musique,Instrument à vent,Hautbois,Cor anglais,,,https://mimo-international.com/media/CM/IMAGE/CMIM000013694.jpg,,,Europe,France,FR,Paris,"48.85341, 2.3488",
157814,Serpent / E.01295,Anonyme,Instrument de musique,Instrument à vent,Serpents,Serpent,,,https://mimo-international.com/media/CM/IMAGE/CMIM000029844.jpg,,,Europe,,,,,
157816,"Violon, dit le ""Alard"" / E.1217","Guarneri, Bartolomeo Giuseppe Antonio (1698-1744)",Instrument de musique,Instrument à cordes,Violons,Violon,,x,https://mimo-international.com/media/CM/IMAGE/CMIM000013647.jpg,https://mimo-international.com/media/CM/AUDIO/CM0157816eCOAU900095501_03.mp3,"Sonate n  ̊1 en sol mineur BWV 1001 pour violon seul Johann Sebastian Bach. Pierre Amoyal, violon",Europe,Italie,IT,Crémone,"45.13325, 10.02129",
157817,Archet de violon / E.0313.2,"Poirson, Dominique (1851-1925)",Élément d'instrument de musique,,,,,,https://mimo-international.com/media/CM/IMAGE/CMIM000026210.jpg,,,Europe,France,FR,Paris,"48.85341, 2.3488",
157818,Serpent / E.01296,Anonyme,Instrument de musique,Instrument à vent,Serpents,Serpent,,,,,,Europe,,,,,
157820,Guitare / E.1044,"Lacote, René (1785-1871)",Instrument de musique,Instrument à cordes,Guitares,Guitare,Jules Audéoud,,https://mimo-international.com/media/CM/IMAGE/CMIM000018398.jpg,,,Europe,France,FR,Paris,"48.85341, 2.3488",
157821,Basson pliant / E.2002.1.1,Anonyme,Instrument de musique,Instrument à vent,Bassons,Basson,,,https://mimo-international.com/media/CM/IMAGE/CMIM000027835.jpg,,,Europe,France,FR,Paris,"48.85341, 2.3488",
157822,Cor naturel en fa / E.1548,"Raoux, Lucien Joseph (1752-1823)",Instrument de musique,Instrument à vent,Cors,Cor naturel,,,https://mimo-international.com/media/CM/IMAGE/CMIM000019877.jpg,,,Europe,France,FR,Paris,"48.85341, 2.3488",
157824,Hautbois / E.1047,"Bizey, Charles Joseph (....-après 1752)",Instrument de musique,Instrument à vent,Hautbois,Cor anglais,,,https://mimo-international.com/media/CM/IMAGE/CMIM000013628.jpg,,,Europe,France,FR,Paris,"48.85341, 2.3488",
157825,Portrait de Camille Saint-Saëns / E.995.6.186 B,"Reutlinger, Carl (1816-1888)",Oeuvre d'art,,,,,,https://mimo-international.com/media/CM/IMAGE/CMIM000021421.jpg,,,Europe,France,FR,Paris,"48.85341, 2.3488",
157826,Flageolet à 6 trous / E.2002.1.2,"Mathieu, Charles (18..-19..)",Instrument de musique,Instrument à vent,Flûtes,Flageolet,,,https://mimo-international.com/media/CM/IMAGE/CMIM000029208.jpg,,,Europe,France,FR,Paris,"48.85341, 2.3488",
157827,Violon en cuivre / E.1549,Anonyme,Instrument de musique,Instrument à cordes,Violons,Violon,,,https://mimo-international.com/media/CM/IMAGE/CMIM000010661.jpg,,,Europe,France,FR,,,
157828,Clarinette d'amour / E.1049,"Schlegel, Jérémias (1730-1792)",Instrument de musique,Instrument à vent,Clarinettes,Clarinette d'amour,,,https://mimo-international.com/media/CM/IMAGE/CMIM000013629.jpg,,,Europe,Suisse,CH,Bâle,"47.55839, 7.57327",
157830,Portrait de Charles Gounod / E.995.6.186 C,Anonyme,Oeuvre d'art,,,,,,https://mimo-international.com/media/CM/IMAGE/CMIM000021422.jpg,,,Europe,France,FR,Paris,"48.85341, 2.3488",
157831,Console d'ordinateur IBM 704 / E.994.8.1,Anonyme,Instrument de musique,,,,,,,,,Amérique du Nord,Etats-Unis,US,,,Amérique
157832,Cistre / E.1507,"Cousineau, Georges (1733-1800)",Instrument de musique,Instrument à cordes,Cistres,Cistre,,,https://mimo-international.com/media/CM/IMAGE/CMIM000019564.jpg,,,Europe,France,FR,Paris,"48.85341, 2.3488",
157833,Guitare classique / E.2002.2.1,"Bouchet, Robert (1898-1986)",Instrument de musique,Instrument à cordes,Guitares,Guitare,,,https://mimo-international.com/media/CM/IMAGE/CMIM000027103.jpg,https://mimo-international.com/media/CM/AUDIO/CM0157833eCOAU000537501_12.mp3,"Etude fantasque (1966) Ida Presti, compositrice. Olivier Chassain, Stein-Erik Olsen, guitare",Europe,France,FR,Paris,"48.85341, 2.3488",
157834,Portrait de Richard Wagner / E.995.6.186 D,Elliott & Fry,Oeuvre d'art,,,,,,https://mimo-international.com/media/CM/IMAGE/CMIM000021423.jpg,,,Europe,Royaume-Uni,GB,Londres,"51.50853, -0.12574",Angleterre
157835,Piano carré / E.1550,Anonyme,Instrument de musique,Instrument à clavier,Pianos,Piano carré,,,https://mimo-international.com/media/CM/IMAGE/CMIM000030180.jpg,,,Europe,France,FR,,,
157836,Clarinette basse / E.1055,"Humont-Desfontenelles, Louis Nicolas Victor (1775-1843)",Instrument de musique,Instrument à vent,Clarinettes,Clarinette basse,,,https://mimo-international.com/media/CM/IMAGE/CMIM000010501.jpg,,,Europe,France,FR,Lisieux,"49.1466, 0.22925",
157837,Guitare classique / E.2002.3.1,"Bouchet, Robert (1898-1986)",Instrument de musique,Instrument à cordes,Guitares,Guitare,,x,https://mimo-international.com/media/CM/IMAGE/CMIM000027117.jpg,https://mimo-international.com/media/CM/AUDIO/CM0157837eCOAU000537501_12.mp3,"Etude fantasque (1966) Ida Presti, compositrice. Olivier Chassain, Stein-Erik Olsen, guitare",Europe,France,FR,Paris,"48.85341, 2.3488",
157838,Pointeau de tableur / E.977.2.18,Anonyme,Outil,,,,,,,,,Europe,France,FR,Paris,"48.85341, 2.3488",
157840,Flûte double / E.106,"Anciuti, Giovanni Maria (1674-1744)",Instrument de musique,Instrument à vent,Flûtes,Flûte double,Soulage,,https://mimo-international.com/media/CM/IMAGE/CMIM000013341.jpg,,,Europe,Italie,IT,Milan,"45.46427, 9.18951",
157842,Embouchure de cornet à pistons / E.977.8.3,Anonyme,Élément d'instrument de musique,,,,,,,,,Europe,France,FR,Paris,"48.85341, 2.3488",
157843,Portrait de Jules Massenet / E.995.6.186 F,"Nadar, Paul (1856-1939)",Oeuvre d'art,,,,,,https://mimo-international.com/media/CM/IMAGE/CMIM000021425.jpg,,,Europe,France,FR,Paris,"48.85341, 2.3488",
157844,Hautbois / E.107,"Anciuti, Giovanni Maria (1674-1744)",Instrument de musique,Instrument à vent,Hautbois,Hautbois,Louis Clapisson,,https://mimo-international.com/media/CM/IMAGE/CMIM000013343.jpg,,,Europe,Italie,IT,Milan,"45.46427, 9.18951",
157846,Flûte traversière basse / E.1079,"Delusse, Christophe (1729-1794)",Instrument de musique,Instrument à vent,Flûtes,Flûte traversière,,,https://mimo-international.com/media/CM/IMAGE/CMIM000034849.jpg,,,Europe,France,FR,Paris,"48.85341, 2.3488",
157847,Viole d'amour / E.1553,"Skotschofsky, Johannes Georgius (16..-ap.1727)",Instrument de musique,Instrument à cordes,Violes,Viole d'amour,,,https://mimo-international.com/media/CM/IMAGE/CMIM000013695.jpg,,,Europe,Allemagne,DE,Darmstadt,"49.87167, 8.65027",
157850,Cornet à pistons / E.977.8.1,Anonyme,Instrument de musique,Instrument à vent,Cornets à pistons,Cornet à pistons,,,https://mimo-international.com/media/CM/IMAGE/CMIM000020584.jpg,,,Europe,France,FR,Paris,"48.85341, 2.3488",
157852,Violoncelle / E.1555,"Guarneri, Pietro (1695-1762)",Instrument de musique,Instrument à cordes,Violoncelles,Violoncelle,,x,https://mimo-international.com/media/CM/IMAGE/CMIM000013697.jpg,https://mimo-international.com/media/CM/AUDIO/CM0157852eCOAU000077302_12.mp3,Suite pour violoncelle seul : Intermezzo et danza finale Gaspar Cassado. Florent Audibert,Europe,Italie,IT,Venise,"45.43713, 12.33265",
157854,Quinton / E.1554,Anonyme,Instrument de musique,Instrument à cordes,Violes,Quinton,,,https://mimo-international.com/media/CM/IMAGE/CMIM000010667.jpg,,,Europe,France,FR,,,
157855,Piano carré organisé / E.991,Anonyme,Instrument de musique,Instrument à clavier,Pianos,Piano organisé,Kraus,,https://mimo-international.com/media/CM/IMAGE/CMIM000031880.jpg,,,Europe,Royaume-Uni,GB,Londres,"51.50853, -0.12574",Angleterre
157856,Hautbois / E.108,Anonyme,Instrument de musique,Instrument à vent,Hautbois,Hautbois,Louis Clapisson,,https://mimo-international.com/media/CM/IMAGE/CMIM000013344.jpg,,,Europe,France,FR,,,
157857,"Sceptre rituel ""Rdo-rje"" / E.2001.4.6.2",Anonyme,Élément d'instrument de musique,,,,,,https://mimo-international.com/media/CM/IMAGE/CMIM000024097.jpg,,,Asie,,,,,Tibet
157858,Portrait de Joseph Baggers / E.995.6.190,Anonyme,Oeuvre d'art,,,,,,https://mimo-international.com/media/CM/IMAGE/CMIM000020916.jpg,,,Europe,France,FR,Paris,"48.85341, 2.3488",
157859,Synthétiseur PS 20 / E.994.11.1,Anonyme,Instrument de musique,Instrument à clavier,Synthétiseurs,Synthétiseur,,,,,,Asie,Japon,JP,,,
157860,Flûte traversière / E.1564,"Chrétien, Hippolyte (1845-1913)",Instrument de musique,Instrument à vent,Flûtes,Flûte traversière,,,https://mimo-international.com/media/CM/IMAGE/CMIM000010675.jpg,,,Europe,France,FR,Lyon,"45.74846, 4.84671",
157862,"Etui de la clochette ""dril-bu"" et du sceptre rituel ""Rdo-rje"" / E.2001.4.7",Anonyme,Accessoire,,,,,,https://mimo-international.com/media/CM/IMAGE/CMIM000024097.jpg,,,Asie,,,,,Tibet
157863,Synthétiseur DX 7 / E.994.11.2,Anonyme,Instrument de musique,Instrument à clavier,Synthétiseurs,Synthétiseur,,,https://mimo-international.com/media/CM/IMAGE/CMIM000029519.jpg,,,Asie,Japon,JP,,,
157864,Hautbois / E.109,Anonyme,Instrument de musique,Instrument à vent,Hautbois,Hautbois,Louis Clapisson,,https://mimo-international.com/media/CM/IMAGE/CMIM000013345.jpg,,,Europe,France,FR,,,
157865,"Fac-similé d'une flûte à bec ténor dite flûte colonne ténor attribuée à Hans Rauch von Schratt (E.691, Musée de la musique, Paris) / F.10","Gohin, Henri",Instrument de musique,Instrument à vent,Flûtes,Flûte colonne,,,https://mimo-international.com/media/CM/IMAGE/CMIM000033271.jpg,https://mimo-international.com/media/CM/AUDIO/CM0157865eCOAU000548101_03.mp3,"Pavane Pierre Attaingnant, compositeur. Doulce Mémoire, ensemble",Europe,France,FR,Boissy-l'Aillerie,"49.07865, 2.03058",
157867,Saxophone midi / E.994.11.3,Anonyme,Instrument de musique,,,,,,https://mimo-international.com/media/CM/IMAGE/CMIM000022672.jpg,,,Asie,Japon,JP,,,
157870,Guitare midi / E.994.11.4,Anonyme,Instrument de musique,,,,,,https://mimo-international.com/media/CM/IMAGE/CMIM000029523.jpg,,,Asie,Japon,JP,,,
157871,Cistre / E.1131,"Plebanus, Francesco (15..-?)",Instrument de musique,Instrument à cordes,Cistres,Cistre,Georges Samary,,https://mimo-international.com/media/CM/IMAGE/CMIM000019534.jpg,,,Europe,Italie,IT,,,
157873,Piano Disklavier Mark II / MX 100II / E.994.10.1,Anonyme,Instrument de musique,,,,,,https://mimo-international.com/media/CM/IMAGE/CMIM000030018.jpg,,,Asie,Japon,JP,,,
157875,"Ténor de violon, recoupé en alto / E.1731","Amati, Andrea (vers 1505-1577)",Instrument de musique,Instrument à cordes,Altos,Alto,,,https://mimo-international.com/media/CM/IMAGE/CMIM000013727.jpg,,,Europe,Italie,IT,Crémone,"45.13325, 10.02129",
157878,Ukulélé / E.994.9.1,"Gelas, Lucien (1873-1944)",Instrument de musique,Instrument à cordes,Guitares,Ukulele,,x,https://mimo-international.com/media/CM/IMAGE/CMIM000019377.jpg,https://mimo-international.com/media/CM/AUDIO/CM0157878eCOAU000503601_15.mp3,"Hula Boy : version instrumentale Annabel Peyrard, Christian Séguret, comp.. Christian Séguret, ukulélé",Europe,France,FR,Paris,"48.85341, 2.3488",
157879,"Clarinette idioglotte ""sigu m'bawa"" / E.1134",Anonyme,Instrument de musique,Instrument à vent,Clarinettes,Sigu bawa,,,https://mimo-international.com/media/CM/IMAGE/CMIM000024216.jpg,,,Asie,Indonésie,ID,,,Nias | Asie du Sud-Est
157880,Théorbe / E.1556,"Sellas, Giorgio (vers 1585-1649)",Instrument de musique,Instrument à cordes,Luths,Théorbe,Charlotte de Rothschild,,https://mimo-international.com/media/CM/IMAGE/CMIM000027330.jpg,,,Europe,Italie,IT,Venise,"45.43713, 12.33265",
157882,Cornemuse / E.114,Anonyme,Instrument de musique,Instrument à vent,Cornemuses,Cornemuse,Louis Clapisson,,https://mimo-international.com/media/CM/IMAGE/CMIM000022816.jpg,,,Europe,France,FR,,,Nivernais | Berry
157885,Harpe / E.17,"Saunier, Edmond (vers 1730-après 1783)",Instrument de musique,Instrument à cordes,Harpes,Harpe,Louis Clapisson,,https://mimo-international.com/media/CM/IMAGE/CMIM000034687.jpg,,,Europe,France,FR,Paris,"48.85341, 2.3488",
157886,Théorbe / E.1557,"Buechenberg, Matheus (vers 1568-1628)",Instrument de musique,Instrument à cordes,Luths,Théorbe,Charlotte de Rothschild,,https://mimo-international.com/media/CM/IMAGE/CMIM000016751.jpg,,,Europe,Italie,IT,,,
157890,Mandoline milanaise / E.1559,"Fabricatore, Giovanni Battista (17..-18..)",Instrument de musique,Instrument à cordes,Mandolines,Mandoline,Charlotte de Rothschild,,https://mimo-international.com/media/CM/IMAGE/CMIM000016412.jpg,,,Europe,Italie,IT,Naples,"40.85216, 14.26811",
157891,Archet de violoncelle / E.1150,"Vuillaume, Jean Baptiste (1798-1875)",Élément d'instrument de musique,,,,,,https://mimo-international.com/media/CM/IMAGE/CMIM000026475.jpg,,,Europe,France,FR,Paris,"48.85341, 2.3488",
157893,Luth (mandora) / E.1560,"Tieffenbrucker, Moïse (15..-1581)",Instrument de musique,Instrument à cordes,Luths,Mandora,Charlotte de Rothschild,,https://mimo-international.com/media/CM/IMAGE/CMIM000018422.jpg,,,Europe,Italie,IT,Venise,"45.43713, 12.33265",
157894,Violon / E.1153,"Nicolas, Didier l'aîné (1757-1833)",Instrument de musique,Instrument à cordes,Violons,Violon,,,https://mimo-international.com/media/CM/IMAGE/CMIM000010524.jpg,,,Europe,France,FR,Mirecourt,"48.30089, 6.13282",Lorraine
157898,"Trompe ""shofar"" / E.151",Anonyme,Instrument de musique,Instrument à vent,Cors,Shofar,Louis Clapisson,,https://mimo-international.com/media/CM/IMAGE/CMIM000018122.jpg,,,Europe,Allemagne,DE,,,
157899,Flageolet d'oiseau / E.117,Anonyme,Instrument de musique,Instrument à vent,Flûtes,Flageolet,Louis Clapisson,,https://mimo-international.com/media/CM/IMAGE/CMIM000009833.jpg,,,Europe,France,FR,,,
157901,Portrait d'une jeune femme jouant de la guitare devant une colonnade / E.2002.5.1,"Pasquier, Pierre (1731-1806)",Oeuvre d'art,,,,,,https://mimo-international.com/media/CM/IMAGE/CMIM000032923.jpg,,,Europe,France,FR,Paris,"48.85341, 2.3488",
157902,Sifflet / E.2250.6,Anonyme,Instrument de musique,Instrument à vent,Flûtes,Sifflet,Louis Clapisson,,https://mimo-international.com/media/CM/IMAGE/CMIM000029479.jpg,,,Europe,,,,,
157903,Timbale / E.1176.1,Anonyme,Instrument de musique,Instrument à percussion,Timbales,Timbale,,,https://mimo-international.com/media/CM/IMAGE/CMIM000029544.jpg,,,Europe,France,FR,,,
157905,Rhombe / E.2002.6.1,Anonyme,Instrument de musique,Instrument à vent,Rhombes,Rhombe,,,https://mimo-international.com/media/CM/IMAGE/CMIM000027636.jpg,,,Océanie,Australie,AU,,,Groote Eylandt
157907,Timbale / E.1176.2,Anonyme,Instrument de musique,Instrument à percussion,Timbales,Timbale,,,https://mimo-international.com/media/CM/IMAGE/CMIM000029544.jpg,,,Europe,France,FR,,,
157909,"Paire de castagnettes ""kartal"" / E.2002.6.2.1-2",Anonyme,Instrument de musique,Instrument à percussion,Cymbales,Kartal,,,https://mimo-international.com/media/CM/IMAGE/CMIM000028228.jpg,,,Asie,Inde,IN,,,Inde du Nord
157910,Mandoline napolitaine / E.1561,"Vinaccia, Giovanni (17..-après 1799)",Instrument de musique,Instrument à cordes,Mandolines,Mandoline,Charlotte de Rothschild,,https://mimo-international.com/media/CM/IMAGE/CMIM000016418.jpg,,,Europe,Italie,IT,Naples,"40.85216, 14.26811",
157911,Violoncelle / E.1735,"Castagneri, Andrea (1696-1747)",Instrument de musique,Instrument à cordes,Violoncelles,Violoncelle,,,https://mimo-international.com/media/CM/IMAGE/CMIM000013728.jpg,,,Europe,France,FR,Paris,"48.85341, 2.3488",
157912,Mandoline génoise / E.1562,Anonyme,Instrument de musique,Instrument à cordes,Mandolines,Mandoline,Charlotte de Rothschild,,https://mimo-international.com/media/CM/IMAGE/CMIM000016421.jpg,,,Europe,Italie,IT,,,
157913,"Vièle ""kemençe"" / E.1155",Anonyme,Instrument de musique,Instrument à cordes,Vièles,Lyra,,x,https://mimo-international.com/media/CM/IMAGE/CMIM000019955.jpg,,,Asie,Turquie,TR,Istanbul,"41.01384, 28.94966",Moyen Orient
157914,"Paire de castagnettes ""kartal"" / E.2002.6.3.1-2",Anonyme,Instrument de musique,Instrument à percussion,Cymbales,Kartal,,,https://mimo-international.com/media/CM/IMAGE/CMIM000028231.jpg,,,Asie,Inde,IN,,,Inde du Nord
157917,"Luth ""konting"" / E.2272",Anonyme,Instrument de musique,Instrument à cordes,Luths,Konting,Paul Cesbron,,https://mimo-international.com/media/CM/IMAGE/CMIM000034666.jpg,,,Afrique,Sénégal,SN,,,Afrique Occidentale
157918,Portfolio contenant 50 planches / E.2002.6.4,Anonyme,Oeuvre d'art,,,,,,,,,Europe,Royaume-Uni,GB,Edimbourg,"55.95206, -3.19648",Ecosse
157919,Bugle à clefs / E.1148,"Pertus, Joseph Isidore (actif en 1833)",Instrument de musique,Instrument à vent,Bugles,Bugle,,,https://mimo-international.com/media/CM/IMAGE/CMIM000018172.jpg,,,Europe,France,FR,Paris,"48.85341, 2.3488",
157921,Piano à queue / E.2002.7.1,Anonyme,Instrument de musique,Instrument à clavier,Pianos,Piano à queue,,,https://mimo-international.com/media/CM/IMAGE/CMIM000028069.jpg,https://mimo-international.com/media/CM/AUDIO/CM0157921eCMAU000045001_15.mp3,"Andante cantabile, extrait du trio pour violon, violoncelle et piano en si bémol majeur Hob. XV/20 (Rappel) Joseph Haydn. Gilles Colliard, violon",Europe,Allemagne,DE,Dresde,"51.05089, 13.73832",
157922,Bass horn / E.1174,Anonyme,Instrument de musique,Instrument à vent,Serpents,Bass-Horn,,,https://mimo-international.com/media/CM/IMAGE/CMIM000018345.jpg,,,Europe,France,FR,Londres,"51.50853, -0.12574",Royaume-Uni
157923,Bâton de mesure de Félix Mendelssohn / E.1178,Anonyme,Accessoire,,,,,,https://mimo-international.com/media/CM/IMAGE/CMIM000027700.jpg,,,Europe,Allemagne,DE,,,
157924,"Harpe arquée ""ngombi"" / E.2483",Anonyme,Instrument de musique,Instrument à cordes,Harpes,Ngombi,,,https://mimo-international.com/media/CM/IMAGE/CMIM000035321.jpg,,,Afrique,Gabon,GA,,,Afrique Centrale
157926,Hautbois / E.2002.11.2,Anonyme,Instrument de musique,Instrument à vent,Hautbois,Hautbois,,,https://mimo-international.com/media/CM/IMAGE/CMIM000027897.jpg,,,Europe,France,FR,Paris,"48.85341, 2.3488",
157927,"Pluriarc ""nsambi"" / E.421",Anonyme,Instrument de musique,Instrument à cordes,Arcs musicaux,Nsambi,Victor Schoelcher,,,,,Afrique,Gabon,GA,,,Afrique Centrale
157930,Archet de dessus / E.182.10,Anonyme,Élément d'instrument de musique,,,,Louis Clapisson,,https://mimo-international.com/media/CM/IMAGE/CMIM000026417.jpg,,,Europe,,,,,
157932,Cloche avec battant interne / E.1581,Anonyme,Instrument de musique,Instrument à percussion,Cloches,Cloche,,,,,,Europe,Suisse,CH,,,
157934,Flûte traversière / E.1517,"Lot, Thomas III (1708-1787)",Instrument de musique,Instrument à vent,Flûtes,Flûte traversière,Eugène de Bricqueville,,https://mimo-international.com/media/CM/IMAGE/CMIM000013687.jpg,,,Europe,France,FR,Paris,"48.85341, 2.3488",
157935,Sarrusophone sopranino en mi b / E.2002.11.7,Anonyme,Instrument de musique,Instrument à vent,Bassons,Sarrusophone,,,https://mimo-international.com/media/CM/IMAGE/CMIM000027946.jpg,,,Europe,France,FR,,,
157937,Basson / E.1582,"Savary, Jean-Nicolas (1786-1853)",Instrument de musique,Instrument à vent,Bassons,Basson,,,https://mimo-international.com/media/CM/IMAGE/CMIM000010676.jpg,,,Europe,France,FR,Paris,"48.85341, 2.3488",
157938,Archet de dessus / E.182.9,Anonyme,Élément d'instrument de musique,,,,Louis Clapisson,,https://mimo-international.com/media/CM/IMAGE/CMIM000026412.jpg,,,Europe,France,FR,,,
157939,Buste de Ludwig van Beethoven / E.995.6.202,"Aronson, Naoum (1872-1943)",Oeuvre d'art,,,,,,https://mimo-international.com/media/CM/IMAGE/CMIM000022379.jpg,,,Europe,Allemagne,DE,Bonn,"50.73438, 7.09549",
157940,"Hautbois ""hyang-p'iri"" / E.1589",Anonyme,Instrument de musique,Instrument à vent,Hautbois,P'iri,Min Yông-Ch'an,,https://mimo-international.com/media/CM/IMAGE/CMIM000032179.jpg,,,Asie,République de Corée,KR,,,Corée
157941,Basson / E.1520,"Porthaux, Dominique Antony (vers 1751-1839)",Instrument de musique,Instrument à vent,Bassons,Basson,Eugène de Bricqueville,,https://mimo-international.com/media/CM/IMAGE/CMIM000013678.jpg,,,Europe,France,FR,Paris,"48.85341, 2.3488",
157943,Hochet (grelots) / E.1591,Anonyme,Instrument de musique,Instrument à percussion,Hochets,Hochet,Min Yông-Ch'an,,https://mimo-international.com/media/CM/IMAGE/CMIM000032182.jpg,,,Asie,République de Corée,KR,,,Corée
157944,Guitare / E.1532,"Voboam, Alexandre (vers 1633-après 1691)",Instrument de musique,Instrument à cordes,Guitares,Guitare,Eugène de Bricqueville,,https://mimo-international.com/media/CM/IMAGE/CMIM000015109.jpg,,,Europe,France,FR,Paris,"48.85341, 2.3488",
157945,Cor de basset / E.2002.11.12,"Amlingue, Michel (1744-1816)",Instrument de musique,Instrument à vent,Clarinettes,Cor de basset,,,https://mimo-international.com/media/CM/IMAGE/CMIM000027910.jpg,,,Europe,France,FR,Paris,"48.85341, 2.3488",
